Date;Open;High;Low;Close;Volume;
2012-06-29;420.76;422.37;418.49;422.37;55.76K;
2012-07-02;421.94;424.95;418.18;419.30;38.61K;
2012-07-03;416.47;417.21;411.86;413.09;43.27K;
2012-07-04;413.41;416.03;410.73;410.73;27.63K;
2012-07-05;410.85;413.83;408.43;413.83;31.52K;
2012-07-06;414.01;417.97;413.53;415.44;43.33K;
2012-07-09;413.59;414.39;407.51;408.12;31.97K;
2012-07-10;406.40;409.86;405.39;405.39;28.74K;
2012-07-11;405.29;408.21;405.07;407.28;22.77K;
2012-07-12;406.50;409.70;406.18;408.72;43.56K;
2012-07-13;409.85;416.98;409.85;416.98;55.75K;
2012-07-16;417.54;418.78;413.28;413.98;41.74K;
2012-07-17;411.72;418.50;411.72;417.55;48.14K;
2012-07-18;418.19;419.91;416.10;418.83;49.40K;
2012-07-19;417.77;428.38;417.77;428.38;84.90K;
2012-07-20;432.10;432.46;424.47;424.47;72.95K;
2012-07-23;423.31;426.13;421.42;421.99;50.66K;
2012-07-24;420.19;420.62;414.60;415.63;44.84K;
2012-07-25;412.94;415.71;412.56;412.91;43.52K;
2012-07-26;413.78;416.63;412.89;414.80;30.78K;
2012-07-27;416.43;417.68;412.47;413.16;38.35K;
2012-07-30;410.57;415.31;410.08;415.00;26.69K;
2012-07-31;415.70;416.57;414.19;414.48;25.40K;
2012-08-01;413.73;413.99;410.54;412.55;27.62K;
2012-08-02;414.23;417.96;414.23;416.10;21.90K;
2012-08-03;417.63;419.26;417.09;418.21;24.18K;
2012-08-06;419.29;423.77;419.29;423.16;44.57K;
2012-08-07;423.72;425.46;422.44;422.50;33.16K;
2012-08-08;422.74;424.52;421.31;423.57;23.80K;
2012-08-09;424.43;428.21;424.43;426.98;43.06K;
2012-08-10;427.49;427.93;425.06;425.56;37.45K;
2012-08-13;423.79;426.38;423.44;426.17;29.84K;
2012-08-14;425.79;430.89;425.79;429.47;50.53K;
2012-08-15;429.96;432.44;429.96;430.77;39.64K;
2012-08-16;430.77;433.63;429.43;430.83;26.76K;
2012-08-17;430.83;434.72;430.83;433.45;37.82K;
2012-08-20;435.33;437.61;434.92;437.28;41.50K;
2012-08-21;430.79;430.79;416.23;416.84;70.06K;
2012-08-22;404.22;413.42;404.17;410.23;74.16K;
2012-08-23;400.03;400.07;391.54;392.82;38.83K;
2012-08-24;379.45;402.22;378.17;399.72;94.64K;
2012-08-27;395.37;395.61;385.05;386.19;42.33K;
2012-08-28;381.06;386.05;379.61;385.78;41.23K;
2012-08-29;389.85;394.04;389.85;393.06;41.60K;
2012-08-30;394.90;399.44;393.37;397.25;39.04K;
2012-08-31;396.88;398.19;394.29;396.02;33.35K;
2012-09-04;397.37;403.25;397.37;402.08;29.64K;
2012-09-05;402.56;404.87;396.31;398.92;45.71K;
2012-09-06;396.41;398.77;393.41;393.41;33.45K;
2012-09-07;395.25;397.51;392.56;397.51;33.47K;
2012-09-10;395.72;396.27;386.19;388.88;48.79K;
2012-09-11;383.87;388.02;383.87;386.62;35.75K;
2012-09-12;387.03;390.30;387.03;388.35;32.62K;
2012-09-13;388.55;391.36;387.68;391.36;37.26K;
2012-09-14;398.13;400.09;395.14;398.87;46.50K;
2012-09-17;400.55;405.27;400.07;401.75;38.89K;
2012-09-18;403.48;405.05;392.98;394.51;41.84K;
2012-09-19;391.05;396.17;390.89;394.55;44.84K;
2012-09-20;393.05;393.42;385.90;389.28;58.64K;
2012-09-21;391.00;395.55;391.00;395.48;101.29K;
2012-09-24;392.16;394.54;390.08;390.37;27.74K;
2012-09-25;391.17;394.06;390.14;391.77;23.94K;
2012-09-26;392.51;397.86;392.51;395.12;23.83K;
2012-09-27;395.66;396.67;391.34;393.34;28.63K;
2012-09-28;392.11;393.91;390.99;392.57;37.10K;
2012-10-01;391.74;391.86;386.42;386.55;29.92K;
2012-10-02;386.78;387.62;384.20;384.32;26.08K;
2012-10-03;385.61;387.60;383.07;385.37;36.72K;
2012-10-04;385.68;386.66;383.62;384.51;25.98K;
2012-10-05;384.78;388.16;384.65;388.16;27.64K;
2012-10-08;387.83;393.45;387.83;393.45;35.59K;
2012-10-09;394.36;394.87;392.26;393.67;38.75K;
2012-10-10;392.38;394.66;391.75;394.66;37.97K;
2012-10-11;395.32;397.55;393.87;394.19;45.28K;
2012-10-12;394.17;395.01;392.26;392.54;55.38K;
2012-10-15;392.88;394.19;390.72;391.56;36.04K;
2012-10-16;392.60;399.22;392.60;399.22;41.18K;
2012-10-17;399.22;400.97;395.91;397.02;59.13K;
2012-10-18;395.94;399.55;395.94;398.51;34.99K;
2012-10-19;399.52;400.46;394.98;398.23;52.60K;
2012-10-22;397.77;398.34;394.69;397.00;45.95K;
2012-10-23;397.27;399.22;395.89;397.71;35.30K;
2012-10-24;397.69;398.43;395.24;395.45;34.21K;
2012-10-25;393.79;394.54;389.92;389.92;43.00K;
2012-10-26;390.05;393.13;389.50;391.70;22.93K;
2012-10-29;390.96;392.60;390.63;391.36;29.76K;
2012-10-30;391.13;392.17;389.64;389.86;23.08K;
2012-10-31;388.50;390.05;387.39;388.42;57.63K;
2012-11-01;388.10;389.74;387.95;387.95;46.10K;
2012-11-02;378.74;380.33;374.98;375.26;59.15K;
2012-11-05;372.39;378.45;372.39;377.27;30.99K;
2012-11-06;377.27;379.05;375.12;376.95;46.23K;
2012-11-07;377.83;381.22;375.75;380.90;31.15K;
2012-11-08;380.32;385.60;380.13;385.60;23.29K;
2012-11-09;385.61;386.79;383.72;386.71;24.76K;
2012-11-12;386.71;388.94;385.66;388.62;41.91K;
2012-11-13;387.52;388.43;385.15;385.22;28.50K;
2012-11-14;384.74;389.40;384.61;387.71;23.96K;
2012-11-15;389.84;390.65;386.60;386.91;28.76K;
2012-11-16;385.83;386.25;383.16;385.71;22.58K;
2012-11-19;384.83;386.22;382.42;383.32;22.55K;
2012-11-20;383.23;385.37;381.84;385.10;24.47K;
2012-11-21;385.18;385.80;382.72;383.87;21.61K;
2012-11-22;383.44;384.10;382.57;383.22;18.23K;
2012-11-23;383.22;384.25;381.14;381.71;21.45K;
2012-11-26;382.43;382.62;377.82;377.90;22.36K;
2012-11-27;377.77;378.62;376.08;376.89;18.73K;
2012-11-28;376.13;377.32;374.15;375.79;29.71K;
2012-11-29;377.45;378.62;376.93;378.20;15.95K;
2012-11-30;380.01;380.18;377.52;377.82;45.54K;
2012-12-03;377.94;379.27;375.78;379.27;21.90K;
2012-12-04;379.02;382.10;377.89;382.10;29.90K;
2012-12-05;382.10;387.05;382.10;385.69;40.54K;
2012-12-06;385.59;386.62;384.53;385.69;36.30K;
2012-12-07;386.44;386.60;383.80;383.80;33.52K;
2012-12-10;384.84;387.67;383.53;386.69;44.50K;
2012-12-11;386.25;389.37;385.81;389.37;40.40K;
2012-12-12;388.41;393.13;386.46;391.08;47.17K;
2012-12-13;393.04;393.81;390.57;391.19;44.11K;
2012-12-14;392.23;394.61;392.05;392.21;43.16K;
2012-12-17;391.37;395.30;391.31;393.63;67.40K;
2012-12-18;396.21;396.45;392.34;393.39;52.37K;
2012-12-19;395.84;398.59;395.34;398.59;72.58K;
2012-12-20;399.13;400.71;397.86;399.68;82.89K;
2012-12-21;397.49;400.27;394.27;396.78;76.82K;
2012-12-24;397.25;400.22;396.57;399.71;73.07K;
2012-12-25;401.01;401.72;398.09;401.34;50.85K;
2012-12-26;399.43;406.10;398.31;406.10;59.62K;
2012-12-27;408.32;410.68;406.58;409.97;79.45K;
2012-12-28;409.49;413.73;408.32;413.73;84.32K;
2013-01-02;415.50;419.05;414.41;418.35;64.29K;
2013-01-03;420.68;420.68;413.68;419.27;99.83K;
2013-01-04;418.75;426.48;417.50;426.06;64.85K;
2013-01-07;428.53;434.64;426.86;434.19;78.32K;
2013-01-08;437.25;447.16;437.15;447.16;121.10K;
2013-01-09;447.16;457.75;442.26;448.77;134.77K;
2013-01-10;447.99;460.12;444.08;460.12;79.40K;
2013-01-11;468.39;469.16;461.74;462.69;75.12K;
2013-01-14;458.08;462.08;455.51;458.97;69.55K;
2013-01-15;459.24;461.42;455.93;461.42;88.78K;
2013-01-16;462.17;470.34;462.17;465.25;96.57K;
2013-01-17;465.66;466.55;456.76;456.76;96.33K;
2013-01-18;458.21;459.82;450.28;454.16;84.21K;
2013-01-21;453.91;456.34;447.79;447.79;58.68K;
2013-01-22;449.01;450.80;441.24;442.85;67.33K;
2013-01-23;443.96;447.79;440.48;443.37;50.66K;
2013-01-24;444.34;452.40;444.19;452.40;49.81K;
2013-01-25;455.28;468.09;455.25;468.09;86.46K;
2013-01-28;474.27;485.67;474.27;479.60;107.36K;
2013-01-29;478.02;484.34;476.33;484.01;88.11K;
2013-01-30;486.67;490.89;482.76;487.60;83.26K;
2013-01-31;484.04;485.19;479.79;479.79;80.50K;
2013-02-01;477.11;483.42;473.23;483.42;76.85K;
2013-02-04;487.06;488.96;482.38;482.38;56.88K;
2013-02-05;481.82;482.56;477.36;477.36;63.41K;
2013-02-06;479.62;488.62;479.62;488.36;65.15K;
2013-02-07;490.88;493.72;488.03;490.62;73.01K;
2013-02-08;491.85;495.72;489.64;494.03;60.72K;
2013-02-18;497.87;497.87;493.95;493.95;69.42K;
2013-02-19;493.40;495.39;490.33;490.78;104.49K;
2013-02-20;487.99;495.82;487.68;494.83;78.55K;
2013-02-21;494.83;497.70;476.73;476.73;123.31K;
2013-02-22;482.03;487.11;470.23;477.69;107.35K;
2013-02-25;481.67;483.97;478.30;483.69;49.62K;
2013-02-26;482.50;482.50;463.64;465.05;93.97K;
2013-02-27;465.89;467.50;459.64;465.72;71.44K;
2013-02-28;465.72;476.41;465.72;474.56;53.25K;
2013-03-01;476.51;480.39;475.46;477.15;55.93K;
2013-03-04;477.04;479.06;468.74;468.74;74.56K;
2013-03-05;467.36;467.84;461.61;462.12;59.79K;
2013-03-06;466.96;471.09;464.19;471.09;35.56K;
2013-03-07;470.73;472.54;466.63;466.63;46.95K;
2013-03-08;468.10;471.75;468.10;470.68;31.77K;
2013-03-11;471.29;476.79;469.78;476.50;56.61K;
2013-03-12;475.23;478.67;470.51;475.34;60.26K;
2013-03-13;476.43;478.05;471.85;473.18;50.26K;
2013-03-14;471.63;474.60;470.81;474.60;46.72K;
2013-03-15;474.99;481.35;474.45;481.35;74.40K;
2013-03-18;481.53;482.59;478.54;479.13;49.14K;
2013-03-19;478.45;482.21;477.55;480.48;35.32K;
2013-03-20;481.88;488.94;480.53;487.04;52.32K;
2013-03-21;488.64;494.57;488.43;491.79;57.18K;
2013-03-22;492.88;500.59;486.15;489.99;54.55K;
2013-03-25;491.76;495.64;488.55;493.57;38.34K;
2013-03-26;494.19;496.32;489.14;489.46;47.04K;
2013-03-27;489.30;492.46;485.34;491.26;38.97K;
2013-03-28;491.64;495.12;487.67;490.67;45.82K;
2013-03-29;487.01;492.96;483.50;491.04;38.99K;
2013-04-01;490.66;505.81;489.90;505.81;55.43K;
2013-04-02;507.31;514.10;507.22;509.43;70.26K;
2013-04-03;509.29;511.59;502.38;505.93;57.12K;
2013-04-04;505.54;506.63;497.35;497.35;52.18K;
2013-04-05;501.16;503.36;497.83;502.58;48.75K;
2013-04-08;505.00;507.75;501.91;506.66;52.18K;
2013-04-09;505.09;512.85;504.16;510.49;60.76K;
2013-04-10;512.15;518.46;496.50;496.50;69.18K;
2013-04-11;501.39;504.51;497.08;504.07;52.04K;
2013-04-12;505.37;505.90;490.82;494.27;52.31K;
2013-04-15;491.65;491.77;478.80;480.02;54.83K;
2013-04-16;475.07;479.97;466.56;478.07;58.21K;
2013-04-17;482.17;483.99;476.53;483.99;30.05K;
2013-04-18;483.99;483.99;471.10;473.21;38.52K;
2013-04-22;471.81;472.95;466.78;468.43;39.69K;
2013-04-23;470.59;475.48;469.13;473.69;34.01K;
2013-04-24;474.48;475.75;472.89;472.89;32.85K;
2013-04-25;474.87;477.80;474.29;476.59;37.11K;
2013-04-26;477.04;479.12;474.43;474.51;31.27K;
2013-05-02;474.54;476.42;472.16;473.02;25.84K;
2013-05-03;471.14;475.24;470.81;475.24;26.29K;
2013-05-06;478.94;488.32;478.94;488.32;52.99K;
2013-05-07;489.35;491.56;484.39;485.58;58.06K;
2013-05-08;486.74;488.04;483.03;485.07;63.52K;
2013-05-09;485.44;488.57;485.20;486.22;101.30K;
2013-05-10;488.10;490.76;484.75;486.10;85.57K;
2013-05-13;486.96;490.38;486.96;488.93;45.49K;
2013-05-14;486.94;487.45;480.79;483.85;46.53K;
2013-05-15;482.82;487.52;481.80;485.97;37.55K;
2013-05-16;486.00;491.44;485.28;490.34;49.81K;
2013-05-17;489.99;491.85;487.60;487.60;50.05K;
2013-05-20;487.71;492.96;485.42;492.27;48.67K;
2013-05-21;496.09;502.60;495.95;500.18;88.74K;
2013-05-22;503.23;504.68;501.44;502.23;66.88K;
2013-05-23;501.15;506.58;498.22;498.22;80.02K;
2013-05-24;498.77;503.60;495.96;500.24;62.52K;
2013-05-27;504.38;516.08;504.38;512.41;93.33K;
2013-05-28;515.62;517.97;512.81;516.33;87.43K;
2013-05-29;517.91;520.36;511.31;515.09;99.72K;
2013-05-30;517.18;521.45;513.68;521.45;75.59K;
2013-05-31;526.58;526.58;518.39;518.39;150.13K;
2013-06-03;518.30;521.35;516.64;517.03;75.93K;
2013-06-04;517.03;521.96;510.69;510.69;78.93K;
2013-06-05;512.37;514.64;508.86;514.64;56.29K;
2013-06-06;513.43;521.28;513.16;520.90;72.25K;
2013-06-07;523.21;527.97;523.19;527.97;74.55K;
2013-06-10;530.97;533.15;524.56;524.56;94.17K;
2013-06-11;525.20;525.68;520.94;521.95;68.05K;
2013-06-12;521.21;524.91;518.24;518.24;70.56K;
2013-06-13;518.28;519.54;510.07;515.09;62.54K;
2013-06-14;517.14;518.00;509.03;509.03;60.67K;
2013-06-17;510.52;511.23;498.31;498.52;75.81K;
2013-06-18;497.06;500.54;495.50;498.88;55.77K;
2013-06-19;501.58;504.11;500.61;503.37;43.06K;
2013-06-20;502.22;503.75;498.55;499.51;49.47K;
2013-06-21;497.30;501.25;495.23;498.84;94.15K;
2013-06-24;500.44;501.14;487.41;489.74;58.31K;
2013-06-25;487.04;488.55;466.78;473.02;86.82K;
2013-06-26;473.26;476.47;466.41;473.53;66.68K;
2013-06-27;476.33;482.95;475.00;482.95;46.02K;
2013-06-28;484.84;485.94;479.94;481.13;62.41K;
2013-07-01;478.98;482.03;475.26;480.04;35.06K;
2013-07-02;480.72;490.14;480.72;489.84;37.84K;
2013-07-03;489.84;492.93;487.11;487.35;45.91K;
2013-07-04;489.23;490.65;486.49;487.22;39.43K;
2013-07-05;488.06;489.99;485.22;485.66;38.32K;
2013-07-08;485.24;485.95;480.58;482.77;40.65K;
2013-07-09;483.96;485.50;481.14;485.50;29.84K;
2013-07-10;487.81;489.83;484.43;484.43;32.64K;
2013-07-11;484.38;485.44;482.11;484.47;35.04K;
2013-07-12;485.14;493.99;485.13;493.99;51.91K;
2013-07-15;496.12;498.32;492.95;494.10;43.48K;
2013-07-16;494.66;497.83;493.74;496.22;42.32K;
2013-07-17;496.38;498.42;493.37;497.50;42.12K;
2013-07-18;495.68;500.51;494.23;496.84;53.15K;
2013-07-19;499.64;505.38;499.28;503.76;48.11K;
2013-07-22;505.11;507.71;501.63;506.16;54.39K;
2013-07-23;506.16;508.64;504.22;504.29;53.03K;
2013-07-24;503.67;504.27;493.36;494.18;60.42K;
2013-07-25;493.75;495.85;491.71;491.78;42.25K;
2013-07-26;493.50;495.16;487.92;493.93;43.41K;
2013-07-29;493.81;494.36;485.56;485.69;32.83K;
2013-07-30;485.78;490.36;485.74;488.54;30.66K;
2013-07-31;488.10;493.10;487.10;491.85;41.62K;
2013-08-01;490.90;494.31;489.57;492.43;31.50K;
2013-08-02;493.33;495.71;493.02;494.66;26.27K;
2013-08-05;494.38;496.74;492.75;493.66;29.58K;
2013-08-06;492.69;496.56;491.91;496.56;34.42K;
2013-08-07;496.95;502.26;495.02;500.10;40.45K;
2013-08-08;499.53;503.51;497.05;498.22;28.33K;
2013-08-09;498.88;502.04;498.88;500.62;28.10K;
2013-08-12;501.35;501.39;497.53;499.46;31.95K;
2013-08-13;499.46;502.63;497.40;497.73;36.52K;
2013-08-14;498.51;503.89;496.35;503.57;35.78K;
2013-08-15;505.03;509.60;505.03;508.22;63.49K;
2013-08-16;508.22;510.22;505.48;507.79;60.58K;
2013-08-19;507.27;513.34;507.16;511.02;61.78K;
2013-08-20;509.59;510.59;504.11;504.81;65.90K;
2013-08-21;504.77;504.78;497.01;502.70;53.82K;
2013-08-22;499.82;503.92;494.40;496.12;53.03K;
2013-08-23;496.12;497.89;482.78;486.82;54.17K;
2013-08-26;485.26;490.54;478.59;490.54;43.03K;
2013-08-27;488.23;489.89;485.57;485.57;27.83K;
2013-08-28;482.48;482.48;470.29;473.30;69.27K;
2013-08-29;473.33;477.09;468.55;468.55;39.84K;
2013-08-30;469.64;472.70;462.13;472.70;35.50K;
2013-09-03;473.56;477.08;470.26;472.17;29.19K;
2013-09-04;472.77;476.42;469.30;471.45;69.28K;
2013-09-05;473.62;477.77;470.72;477.57;47.48K;
2013-09-06;479.18;480.55;475.16;480.03;46.82K;
2013-09-09;478.98;478.98;469.39;470.16;54.93K;
2013-09-10;470.16;475.62;470.16;474.53;28.76K;
2013-09-11;474.53;478.95;473.68;476.40;33.57K;
2013-09-12;474.97;477.25;474.91;475.59;32.57K;
2013-09-13;475.11;478.00;474.54;476.42;29.07K;
2013-09-16;478.32;478.70;473.97;475.57;38.47K;
2013-09-17;476.21;480.16;475.82;477.73;39.15K;
2013-09-18;478.65;479.43;473.52;474.26;39.01K;
2013-09-19;477.99;478.99;475.69;476.09;35.57K;
2013-09-20;476.12;477.19;474.70;477.19;84.26K;
2013-09-23;476.79;479.09;475.06;479.09;46.17K;
2013-09-24;478.88;483.78;478.85;482.82;82.40K;
2013-09-25;482.41;488.98;482.41;486.22;80.66K;
2013-09-26;486.28;487.88;482.61;485.11;49.67K;
2013-09-27;484.68;487.82;483.85;486.61;47.13K;
2013-09-30;487.12;492.65;486.70;492.63;68.46K;
2013-10-01;491.92;496.59;491.34;492.24;102.08K;
2013-10-02;492.58;496.86;492.58;494.39;77.33K;
2013-10-03;495.00;495.00;491.59;492.30;62.67K;
2013-10-04;492.17;497.73;490.43;497.50;59.72K;
2013-10-07;497.45;502.16;496.92;500.47;72.10K;
2013-10-08;500.53;502.64;497.58;502.22;72.19K;
2013-10-09;501.28;502.52;498.98;500.67;64.40K;
2013-10-10;500.34;501.64;494.81;494.81;66.51K;
2013-10-11;496.71;498.58;494.53;494.53;53.53K;
2013-10-14;494.31;495.67;492.81;493.62;38.40K;
2013-10-15;493.03;495.72;492.37;495.72;50.45K;
2013-10-16;495.59;500.60;495.02;498.96;69.93K;
2013-10-17;501.88;502.64;498.83;499.59;64.10K;
2013-10-18;499.89;501.39;497.91;500.83;69.75K;
2013-10-21;501.80;503.72;500.25;501.57;112.33K;
2013-10-22;500.94;502.95;498.74;500.57;74.97K;
2013-10-23;501.41;504.81;501.41;504.05;82.43K;
2013-10-24;503.47;505.74;500.64;501.17;86.40K;
2013-10-25;502.80;503.17;499.53;500.75;74.17K;
2013-10-28;501.27;501.86;496.46;496.46;73.72K;
2013-10-29;494.66;497.74;494.01;497.08;57.87K;
2013-10-30;498.00;500.97;497.95;499.07;48.37K;
2013-10-31;500.04;500.59;497.41;497.41;43.35K;
2013-11-01;499.21;499.27;496.93;497.08;42.53K;
2013-11-04;497.25;498.49;495.68;497.07;65.13K;
2013-11-05;497.38;500.28;495.84;499.79;75.86K;
2013-11-06;500.83;502.52;499.58;502.52;81.85K;
2013-11-07;501.40;503.30;499.29;499.86;106.54K;
2013-11-08;498.80;500.47;498.33;498.61;72.79K;
2013-11-11;498.03;501.08;497.41;501.08;93.28K;
2013-11-12;500.81;501.36;496.79;497.65;121.98K;
2013-11-13;496.90;498.62;495.68;496.12;64.53K;
2013-11-14;496.67;498.82;496.12;497.85;65.07K;
2013-11-15;497.88;502.12;497.72;501.34;91.22K;
2013-11-18;503.33;507.41;503.33;506.48;115.88K;
2013-11-19;505.45;507.63;504.71;504.71;96.55K;
2013-11-20;504.68;505.75;502.98;505.52;107.16K;
2013-11-21;507.00;510.21;503.54;503.54;173.94K;
2013-11-22;504.52;506.46;502.83;505.64;106.38K;
2013-11-25;506.94;509.72;506.08;506.46;97.38K;
2013-11-26;506.98;510.75;504.65;509.16;93.48K;
2013-11-27;510.96;513.25;507.66;508.43;102.74K;
2013-11-28;508.53;509.15;506.99;507.71;82.13K;
2013-11-29;507.42;508.78;506.05;507.78;101.25K;
2013-12-02;509.13;509.48;507.10;508.53;77.69K;
2013-12-03;508.13;514.83;508.13;511.62;125.50K;
2013-12-04;512.01;513.40;510.66;510.88;111.83K;
2013-12-05;510.39;512.21;507.52;510.03;103.88K;
2013-12-06;510.03;512.37;509.76;510.12;78.64K;
2013-12-09;514.13;514.13;510.94;511.23;102.31K;
2013-12-10;512.10;513.83;510.24;511.60;80.98K;
2013-12-11;511.74;511.81;504.90;505.31;103.54K;
2013-12-12;503.77;507.68;503.76;506.92;80.16K;
2013-12-13;507.07;509.35;505.49;506.06;67.67K;
2013-12-16;503.46;506.52;502.04;502.04;62.70K;
2013-12-17;503.24;505.67;502.20;505.67;73.60K;
2013-12-18;505.10;506.11;503.66;505.25;62.33K;
2013-12-19;505.90;508.04;504.92;506.28;111.08K;
2013-12-20;507.39;508.29;504.45;504.45;142.43K;
2013-12-23;506.60;509.41;505.73;508.68;108.21K;
2013-12-24;508.61;509.54;505.62;505.62;91.41K;
2013-12-25;506.37;506.53;503.03;504.42;73.61K;
2013-12-26;504.41;507.57;503.59;506.55;82.92K;
2013-12-27;507.08;510.09;506.41;506.41;73.74K;
2013-12-30;506.35;507.02;500.35;500.35;94.29K;
2013-12-31;500.04;506.44;499.49;504.63;60.92K;
2014-01-02;505.61;506.71;503.04;504.51;57.72K;
2014-01-03;504.41;506.28;503.94;505.37;55.60K;
2014-01-06;505.74;509.10;504.28;509.10;68.74K;
2014-01-07;510.84;513.00;509.87;510.12;74.36K;
2014-01-08;511.03;514.20;509.01;513.90;70.30K;
2014-01-09;513.66;516.98;513.52;516.98;91.49K;
2014-01-10;518.33;523.06;518.24;518.94;107.18K;
2014-01-13;519.31;522.32;518.78;521.11;71.99K;
2014-01-14;521.13;524.59;520.63;522.31;94.87K;
2014-01-15;523.72;527.09;522.45;526.68;127.58K;
2014-01-16;528.83;533.54;527.90;533.54;97.75K;
2014-01-17;536.81;549.88;536.81;543.59;118.07K;
2014-01-20;548.22;559.93;548.22;553.67;105.72K;
2014-01-21;555.72;560.18;547.65;559.91;100.92K;
2014-01-22;561.34;564.61;551.92;551.92;125.28K;
2014-01-23;550.88;556.50;550.52;553.55;73.72K;
2014-01-24;555.66;560.19;553.46;560.19;88.01K;
2014-01-27;560.45;560.49;556.35;556.52;67.55K;
2014-02-06;555.51;557.29;551.45;554.68;89.24K;
2014-02-07;557.71;558.51;549.37;549.76;124.97K;
2014-02-10;550.41;555.90;548.56;555.90;110.19K;
2014-02-11;559.74;561.83;553.90;553.90;175.05K;
2014-02-12;555.55;564.25;554.26;564.25;126.10K;
2014-02-13;567.58;570.68;565.27;570.18;147.12K;
2014-02-14;573.09;576.18;569.38;572.22;142.81K;
2014-02-17;571.91;572.85;567.89;570.20;163.69K;
2014-02-18;570.80;574.56;570.16;574.56;160.28K;
2014-02-19;578.53;578.80;573.86;578.12;159.10K;
2014-02-20;579.64;584.10;565.31;571.04;259.68K;
2014-02-21;570.95;574.61;565.33;570.57;124.76K;
2014-02-24;571.94;576.58;570.07;576.58;119.03K;
2014-02-25;575.49;586.20;575.49;586.20;143.52K;
2014-02-26;590.64;590.79;582.96;589.81;157.70K;
2014-02-27;587.82;596.40;584.79;584.79;225.21K;
2014-02-28;586.12;591.36;581.63;586.48;119.41K;
2014-03-03;586.65;587.11;573.37;573.38;143.30K;
2014-03-04;569.34;572.28;563.55;569.97;125.57K;
2014-03-05;569.97;577.50;569.97;574.94;105.93K;
2014-03-06;576.17;580.04;574.58;578.56;141.31K;
2014-03-07;579.40;582.24;579.10;579.75;157.00K;
2014-03-10;580.84;584.81;579.98;583.69;145.03K;
2014-03-11;585.10;589.45;582.20;588.50;162.49K;
2014-03-12;590.94;596.38;590.02;590.02;177.88K;
2014-03-13;590.83;595.22;590.36;595.22;133.78K;
2014-03-14;596.20;600.68;594.51;596.83;163.99K;
2014-03-17;603.05;603.24;598.70;600.36;170.18K;
2014-03-18;602.01;603.21;597.78;599.85;205.40K;
2014-03-19;600.73;605.91;600.42;605.59;192.01K;
2014-03-20;607.39;608.51;600.03;600.26;192.92K;
2014-03-21;600.26;607.22;600.26;601.75;229.96K;
2014-03-24;606.55;609.20;604.18;607.55;194.82K;
2014-03-25;609.01;609.46;601.85;601.85;261.35K;
2014-03-26;603.54;603.68;587.52;588.06;259.09K;
2014-03-27;588.94;591.70;582.81;590.14;151.34K;
2014-03-28;592.82;595.70;590.59;594.29;122.37K;
2014-03-31;594.29;597.22;591.57;591.57;119.52K;
2014-04-01;590.93;593.03;582.30;583.85;173.01K;
2014-04-02;584.17;586.50;574.40;581.67;146.78K;
2014-04-03;584.45;590.91;582.83;589.44;105.52K;
2014-04-04;589.90;593.72;588.34;593.04;119.72K;
2014-04-07;595.72;602.55;595.35;600.57;115.65K;
2014-04-08;600.71;603.25;598.52;603.25;127.47K;
2014-04-10;603.25;608.89;600.43;601.33;114.25K;
2014-04-11;597.87;602.01;594.96;600.57;106.93K;
2014-04-14;602.67;602.70;596.05;596.11;128.08K;
2014-04-15;596.00;597.99;586.09;586.09;131.67K;
2014-04-16;583.64;585.51;567.61;574.29;149.24K;
2014-04-17;580.39;583.51;575.83;580.31;117.69K;
2014-04-18;580.89;580.89;565.33;565.33;116.97K;
2014-04-21;564.21;568.44;558.14;558.14;95.57K;
2014-04-22;560.63;569.87;556.47;569.87;99.11K;
2014-04-23;569.83;573.39;567.04;569.36;71.20K;
2014-04-24;568.38;571.57;566.94;570.46;56.70K;
2014-04-25;571.71;580.74;571.71;578.92;64.32K;
2014-04-28;579.05;580.70;573.10;573.10;58.05K;
2014-04-29;570.64;578.21;570.64;578.00;50.44K;
2014-05-05;578.45;580.11;564.47;564.85;76.08K;
2014-05-06;561.86;562.36;545.97;555.11;100.64K;
2014-05-07;558.04;561.56;553.21;559.97;52.42K;
2014-05-08;550.75;550.75;525.37;527.09;146.49K;
2014-05-09;522.82;542.56;522.70;542.46;118.86K;
2014-05-12;536.82;536.82;512.25;517.05;99.26K;
2014-05-13;508.76;518.45;508.51;513.91;98.64K;
2014-05-14;510.16;529.59;509.82;529.53;108.32K;
2014-05-15;529.39;537.27;512.41;524.05;132.54K;
2014-05-16;522.00;529.49;519.39;529.49;83.78K;
2014-05-19;530.31;534.68;525.82;533.04;106.14K;
2014-05-20;531.00;537.93;527.69;537.52;105.11K;
2014-05-21;537.95;543.93;533.19;543.88;102.99K;
2014-05-22;543.35;547.20;541.43;541.73;130.12K;
2014-05-23;542.44;545.30;540.51;541.49;85.74K;
2014-05-26;541.43;544.93;536.27;544.06;85.78K;
2014-05-27;543.55;552.75;542.49;552.75;127.18K;
2014-05-28;554.32;557.93;553.03;557.34;108.16K;
2014-05-29;556.30;562.33;555.32;558.45;116.32K;
2014-05-30;558.78;565.05;557.20;562.02;83.44K;
2014-06-02;560.29;563.12;554.44;556.80;80.23K;
2014-06-03;557.34;560.62;554.96;558.76;58.64K;
2014-06-04;559.13;559.19;550.23;553.46;67.93K;
2014-06-05;552.20;553.96;548.47;551.10;59.23K;
2014-06-06;553.62;559.04;551.80;559.04;60.85K;
2014-06-09;559.04;571.83;558.64;565.61;112.50K;
